Case_ID,Sample_ID,Age_2010,Race,Sex,Highest_Grade_Completed,Marital_Status,Region,Income_Year,Income,avg_LT_rate
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2000,48000,6.186852589641434
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2002,31000,5.480178064516129
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2004,30000,4.845420000000001
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2006,18000,4.76882
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2008,40000,4.556494023904381
4102,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2010,36000,3.9247597609561753
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2000,28000,6.186852589641434
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2002,34500,5.480178064516129
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2004,32200,4.845420000000001
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2006,36500,4.76882
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2008,38000,4.556494023904381
4103,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2010,38000,3.9247597609561753
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2000,50000,6.186852589641434
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2002,52000,5.480178064516129
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2004,53000,4.845420000000001
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2006,62000,4.76882
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2008,70000,4.556494023904381
4106,1,46,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Divorced,South,2010,73000,3.9247597609561753
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2000,10000,6.186852589641434
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2002,44000,5.480178064516129
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2004,47000,4.845420000000001
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2006,52000,4.76882
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2008,60000,4.556494023904381
4107,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Divorced,South,2010,68000,3.9247597609561753
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2000,18000,6.186852589641434
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2002,22000,5.480178064516129
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2004,22000,4.845420000000001
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2006,23900,4.76882
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2008,27000,4.556494023904381
4108,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2010,25000,3.9247597609561753
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2000,0,6.186852589641434
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2002,0,5.480178064516129
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2004,0,4.845420000000001
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2006,0,4.76882
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2008,0,4.556494023904381
4109,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2010,0,3.9247597609561753
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2000,30000,6.186852589641434
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2002,65000,5.480178064516129
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2004,107000,4.845420000000001
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2006,40000,4.76882
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2008,54000,4.556494023904381
4111,1,46,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2010,0,3.9247597609561753
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,30000,6.186852589641434
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,33000,5.480178064516129
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,30000,4.845420000000001
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,34000,4.76882
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,43000,4.556494023904381
4114,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,46000,3.9247597609561753
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2000,51000,6.186852589641434
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2002,54000,5.480178064516129
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2004,41000,4.845420000000001
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2006,48578,4.76882
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2008,51000,4.556494023904381
4116,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2010,53000,3.9247597609561753
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,50000,6.186852589641434
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,42000,5.480178064516129
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,30000,4.845420000000001
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,38000,4.76882
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,48000,4.556494023904381
4117,2,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,40000,3.9247597609561753
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2000,11000,6.186852589641434
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2002,6000,5.480178064516129
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2004,0,4.845420000000001
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2006,0,4.76882
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2008,0,4.556494023904381
4121,6,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2010,0,3.9247597609561753
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2000,40000,6.186852589641434
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2002,43000,5.480178064516129
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2004,52000,4.845420000000001
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2006,61000,4.76882
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2008,78000,4.556494023904381
4124,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Never Married,South,2010,67000,3.9247597609561753
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2000,35000,6.186852589641434
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2002,37000,5.480178064516129
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2004,34000,4.845420000000001
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2006,40000,4.76882
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2008,40000,4.556494023904381
4128,1,51,Non-Black/Non-Hispanic,Male,1ST YEAR COLLEGE,Married,North Central,2010,40000,3.9247597609561753
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2000,22000,6.186852589641434
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2002,28000,5.480178064516129
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2004,35000,4.845420000000001
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2006,45000,4.76882
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2008,44000,4.556494023904381
4129,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2010,36000,3.9247597609561753
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2000,23050,6.186852589641434
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2002,28000,5.480178064516129
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2004,28000,4.845420000000001
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2006,32500,4.76882
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2008,35000,4.556494023904381
4130,1,45,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2010,35000,3.9247597609561753
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2000,42000,6.186852589641434
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2002,28900,5.480178064516129
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2004,39936,4.845420000000001
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2006,50000,4.76882
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2008,102000,4.556494023904381
4131,7,45,Black,Female,1ST YEAR COLLEGE,Never Married,West,2010,40000,3.9247597609561753
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2000,11000,6.186852589641434
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2002,0,5.480178064516129
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2004,14000,4.845420000000001
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2006,8000,4.76882
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2008,22000,4.556494023904381
4132,5,48,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2010,24000,3.9247597609561753
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2000,0,6.186852589641434
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2002,0,5.480178064516129
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2004,0,4.845420000000001
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2006,4000,4.76882
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2008,24000,4.556494023904381
4133,5,46,Non-Black/Non-Hispanic,Female,10TH GRADE,Married,South,2010,27000,3.9247597609561753
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2000,120000,6.186852589641434
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2002,0,5.480178064516129
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2004,75000,4.845420000000001
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2006,72000,4.76882
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2008,27000,4.556494023904381
4134,3,47,Black,Male,12TH GRADE,Divorced,South,2010,34000,3.9247597609561753
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2000,14000,6.186852589641434
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2002,12400,5.480178064516129
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2004,19900,4.845420000000001
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2006,23000,4.76882
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2008,13000,4.556494023904381
4135,3,47,Black,Male,2ND YEAR COLLEGE,Never Married,South,2010,19900,3.9247597609561753
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2000,4800,6.186852589641434
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2002,150,5.480178064516129
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2004,0,4.845420000000001
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2006,0,4.76882
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2008,0,4.556494023904381
4136,5,51,Non-Black/Non-Hispanic,Female,9TH GRADE,Married,South,2010,0,3.9247597609561753
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2000,20000,6.186852589641434
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2002,25000,5.480178064516129
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2004,12000,4.845420000000001
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2006,6000,4.76882
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2008,6000,4.556494023904381
4141,1,48,Non-Black/Non-Hispanic,Male,9TH GRADE,Separated,South,2010,20000,3.9247597609561753
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2000,27000,6.186852589641434
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2002,60000,5.480178064516129
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2004,61000,4.845420000000001
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2006,55000,4.76882
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2008,51643,4.556494023904381
4143,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2010,57500,3.9247597609561753
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2000,24000,6.186852589641434
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2002,28500,5.480178064516129
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2004,30000,4.845420000000001
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2006,32624,4.76882
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2008,38000,4.556494023904381
4147,5,47,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2010,31500,3.9247597609561753
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2000,800,6.186852589641434
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2002,18000,5.480178064516129
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2004,38000,4.845420000000001
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2006,49000,4.76882
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2008,56000,4.556494023904381
4148,5,47,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2010,63000,3.9247597609561753
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2000,18480,6.186852589641434
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2002,60000,5.480178064516129
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2004,59000,4.845420000000001
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2006,74000,4.76882
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2008,91000,4.556494023904381
4149,7,50,Black,Female,12TH GRADE,Never Married,South,2010,60000,3.9247597609561753
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,23000,6.186852589641434
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,6000,5.480178064516129
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2004,23000,4.845420000000001
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2006,12000,4.76882
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2008,26000,4.556494023904381
4151,5,51,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2010,20000,3.9247597609561753
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2000,10000,6.186852589641434
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2002,10000,5.480178064516129
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2004,34000,4.845420000000001
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2006,34600,4.76882
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2008,39850,4.556494023904381
4152,5,52,Non-Black/Non-Hispanic,Female,1ST YEAR COLLEGE,Married,South,2010,0,3.9247597609561753
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2000,35000,6.186852589641434
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2002,45000,5.480178064516129
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2004,70000,4.845420000000001
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2006,75000,4.76882
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2008,75000,4.556494023904381
4153,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Divorced,South,2010,40000,3.9247597609561753
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2000,32000,6.186852589641434
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2002,12284,5.480178064516129
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2004,41680,4.845420000000001
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2006,15000,4.76882
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2008,0,4.556494023904381
4154,5,45,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,Northeast,2010,0,3.9247597609561753
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2000,45000,6.186852589641434
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2002,41000,5.480178064516129
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2004,58000,4.845420000000001
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2006,68000,4.76882
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2008,48000,4.556494023904381
4156,1,47,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2010,125000,3.9247597609561753
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,0,6.186852589641434
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,0,5.480178064516129
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,0,4.845420000000001
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,0,4.76882
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,60000,4.556494023904381
4158,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,0,3.9247597609561753
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,45000,6.186852589641434
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,42000,5.480178064516129
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,36000,4.845420000000001
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,30000,4.76882
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,24000,4.556494023904381
4159,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,25000,3.9247597609561753
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2000,25000,6.186852589641434
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2002,34000,5.480178064516129
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2004,62000,4.845420000000001
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2006,45000,4.76882
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2008,0,4.556494023904381
4161,1,46,Non-Black/Non-Hispanic,Male,12TH GRADE,Never Married,West,2010,45000,3.9247597609561753
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2000,33000,6.186852589641434
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2002,28000,5.480178064516129
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2004,18000,4.845420000000001
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2006,29000,4.76882
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2008,28500,4.556494023904381
4163,5,46,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2010,28000,3.9247597609561753
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2000,0,6.186852589641434
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2002,900,5.480178064516129
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2004,0,4.845420000000001
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2006,0,4.76882
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2008,0,4.556494023904381
4167,5,46,Non-Black/Non-Hispanic,Female,8TH GRADE,Divorced,South,2010,0,3.9247597609561753
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2000,0,6.186852589641434
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2002,0,5.480178064516129
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2004,0,4.845420000000001
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2006,0,4.76882
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2008,0,4.556494023904381
4170,5,50,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2010,0,3.9247597609561753
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2000,70000,6.186852589641434
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2002,72000,5.480178064516129
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2004,80611,4.845420000000001
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2006,90000,4.76882
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2008,97000,4.556494023904381
4171,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2010,107000,3.9247597609561753
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2000,70000,6.186852589641434
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2002,41000,5.480178064516129
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2004,65000,4.845420000000001
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2006,34900,4.76882
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2008,44000,4.556494023904381
4172,1,47,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2010,49000,3.9247597609561753
4178,7,45,Black,Female,12TH GRADE,Separated,South,2000,0,6.186852589641434
4178,7,45,Black,Female,12TH GRADE,Separated,South,2002,0,5.480178064516129
4178,7,45,Black,Female,12TH GRADE,Separated,South,2004,0,4.845420000000001
4178,7,45,Black,Female,12TH GRADE,Separated,South,2006,0,4.76882
4178,7,45,Black,Female,12TH GRADE,Separated,South,2008,0,4.556494023904381
4178,7,45,Black,Female,12TH GRADE,Separated,South,2010,0,3.9247597609561753
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2000,35000,6.186852589641434
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2002,41679,5.480178064516129
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2004,44000,4.845420000000001
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2006,45000,4.76882
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2008,49306,4.556494023904381
4179,7,52,Black,Female,4TH YEAR COLLEGE,Divorced,South,2010,44000,3.9247597609561753
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2000,0,6.186852589641434
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2002,0,5.480178064516129
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2004,4000,4.845420000000001
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2006,15000,4.76882
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2008,31200,4.556494023904381
4181,3,46,Black,Male,12TH GRADE,Never Married,South,2010,15000,3.9247597609561753
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2000,0,6.186852589641434
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2002,0,5.480178064516129
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2004,0,4.845420000000001
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2006,0,4.76882
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2008,0,4.556494023904381
4187,8,49,Hispanic,Female,12TH GRADE,Married,South,2010,0,3.9247597609561753
4188,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,8888,6.186852589641434
4188,5,47,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,17000,5.480178064516129
