"","Case_ID","Sample_ID","Income_2000","Income_2002","Income_2004","Income_2006","Income_2008","Income_2010","Age_2010","Race","Sex","Highest_Grade_Completed","Marital_Status","Region"
"2071",3806,5,13000,8000,6000,11000,11000,12000,51,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"2072",3807,1,41000,52000,53000,51000,64000,67000,49,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","South"
"2073",3809,5,60000,75000,80000,1e+05,102000,1e+05,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"2074",3811,1,60000,0,60000,0,50000,1e+05,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"2075",3812,5,1e+05,30000,1e+05,1e+05,150000,1e+05,50,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Divorced","South"
"2076",3813,5,15146,30000,33775,44000,43617,44862,47,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Divorced","North Central"
"2077",3814,5,9000,17500,37016,42000,40000,34000,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Never Married","North Central"
"2078",3815,1,216200,120000,135000,279816,307823,312324,45,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Never Married","Northeast"
"2079",3816,1,216200,236000,265933,65000,72000,312324,45,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"2080",3817,5,0,0,0,0,0,100,52,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","North Central"
"2081",3819,7,9500,11000,11900,15000,11000,20000,47,"Black","Female","1ST YEAR COLLEGE","Married","South"
"2082",3825,3,6500,12000,15000,22000,23000,28000,49,"Black","Male","12TH GRADE","Separated","North Central"
"2083",3827,3,45000,30000,25000,46000,52000,0,47,"Black","Male","12TH GRADE","Married","North Central"
"2084",3829,1,104500,112000,123000,279816,307823,312324,50,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","South"
"2085",3833,1,32000,30000,30000,40000,55000,60000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"2086",3836,5,98000,10100,104000,110000,101000,110000,48,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","North Central"
"2087",3837,5,30000,30680,34336,35000,34500,35750,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"2088",3839,5,0,0,0,0,0,0,51,"Non-Black/Non-Hispanic","Female","9TH GRADE","Married","North Central"
"2089",3842,7,0,0,0,10500,0,16000,48,"Black","Female","8TH GRADE","Divorced","North Central"
"2090",3844,1,50000,50000,57000,65000,90000,0,49,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","West"
"2091",3845,1,25000,12000,17000,24000,22000,24900,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","North Central"
"2092",3846,5,52000,60000,36000,52000,51000,52000,45,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"2093",3847,1,54500,56000,68000,67000,85000,72000,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"2094",3848,1,40000,49000,10000,32000,30029,21630,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"2095",3850,5,30000,32000,31000,32000,37000,41000,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","North Central"
"2096",3851,5,15000,300,16000,16000,8000,15000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"2097",3852,1,33000,32000,15000,14000,10000,15000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","North Central"
"2098",3853,8,0,0,0,0,0,0,46,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","North Central"
"2099",3855,5,32000,32000,26000,16500,12000,12000,46,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","West"
"2100",3860,1,39000,48000,52000,55000,57000,70000,49,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Divorced","North Central"
"2101",3861,1,35000,34000,38000,25000,4100,37500,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"2102",3865,1,102000,236000,130000,279816,307823,312324,46,"Non-Black/Non-Hispanic","Male","8TH YEAR COLLEGE OR MORE","Married","South"
"2103",3866,2,22000,34600,48000,35000,21000,48000,50,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","South"
"2104",3867,5,2000,1000,1700,1200,1000,0,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"2105",3871,1,90000,236000,265933,279816,0,312324,48,"Non-Black/Non-Hispanic","Male","8TH YEAR COLLEGE OR MORE","Married","Northeast"
"2106",3872,5,20000,20000,30000,30000,22000,30500,52,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"2107",3875,1,58000,68000,78000,92000,115000,135000,47,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2108",3877,5,21500,21000,21000,0,25000,15000,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","North Central"
"2109",3878,1,32000,6000,38000,58000,70000,68000,50,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","West"
"2110",3883,1,40000,35000,39000,45000,56000,70000,50,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2111",3884,1,38500,62000,64000,74000,74500,80000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2112",3886,1,90000,95000,97500,101000,11200,99000,45,"Non-Black/Non-Hispanic","Male","5TH YEAR COLLEGE","Married","North Central"
"2113",3888,1,70000,0,68000,58000,0,40000,46,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","North Central"
"2114",3890,1,72000,95000,110000,150000,307823,312324,46,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","North Central"
"2115",3892,1,75000,95000,44000,102000,96915,98900,47,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"2116",3894,1,43000,54600,15000,62000,45000,46000,48,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"2117",3895,1,216200,236000,265933,20000,307823,312324,52,"Non-Black/Non-Hispanic","Male","8TH YEAR COLLEGE OR MORE","Married","North Central"
"2118",3899,5,3000,0,0,0,4400,0,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","North Central"
"2119",3900,5,30000,34000,36000,32000,10703,0,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Never Married","North Central"
"2120",3901,1,41000,40000,40000,45000,46000,49000,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","North Central"
"2121",3902,1,67000,75000,87520,1e+05,110000,118000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","North Central"
"2122",3903,5,43000,48500,50000,5200,60000,63000,52,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Never Married","North Central"
"2123",3904,1,38000,42000,42000,51000,56000,70000,48,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Divorced","North Central"
"2124",3907,1,48000,70000,34000,54000,58000,15000,49,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","North Central"
"2125",3908,6,36400,48620,32000,30000,38000,38000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","North Central"
"2126",3911,5,24000,34000,11500,29000,27000,38000,48,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Divorced","South"
"2127",3912,5,65000,48880,65000,80000,72000,72000,51,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2128",3913,5,30000,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2129",3914,5,67000,60000,50000,41000,50000,5000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2130",3915,5,18000,1405,0,0,0,383,45,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Married","South"
"2131",3917,1,35000,37000,20000,30000,0,0,49,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2132",3918,5,0,0,0,3630,0,0,46,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","West"
"2133",3919,5,0,11000,10000,44000,48000,49000,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2134",3920,1,20000,38000,35000,30000,43000,35000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","South"
"2135",3921,5,33000,49000,50000,33000,90000,105000,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Widowed","South"
"2136",3922,5,0,0,5000,22000,0,30000,50,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married",NA
"2137",3923,5,0,0,10000,18379,42000,42000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2138",3924,5,60000,67000,80500,1e+05,1e+05,122000,45,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"2139",3925,1,44000,55000,60000,0,75000,64000,47,"Non-Black/Non-Hispanic","Male","5TH YEAR COLLEGE","Married","West"
"2140",3926,1,45000,62000,75000,95000,98000,85000,45,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"2141",3927,5,24234,41000,29000,33466,36776,37000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2142",3928,5,0,0,62000,0,0,0,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2143",3929,5,14000,25000,22000,10000,0,0,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2144",3931,7,3200,2000,0,500,0,0,48,"Black","Female","11TH GRADE","Married","South"
"2145",3933,3,70000,56000,40000,50000,51000,62000,47,"Black","Male","12TH GRADE","Married","South"
"2146",3934,7,32000,29000,30000,42000,48000,50000,48,"Black","Female","12TH GRADE","Never Married","South"
"2147",3938,7,17000,10500,10500,22000,27000,16000,48,"Black","Female","12TH GRADE","Never Married","South"
"2148",3942,3,0,0,0,0,0,0,53,"Black","Male","12TH GRADE","Never Married","South"
"2149",3944,7,29000,5600,3000,13500,13000,0,48,"Black","Female","11TH GRADE","Never Married","South"
"2150",3948,7,12532,25000,26000,31000,39000,40190,51,"Black","Female","11TH GRADE","Never Married","South"
"2151",3949,3,40000,35000,37000,39000,46300,49000,51,"Black","Male","2ND YEAR COLLEGE","Married","South"
"2152",3952,7,44000,50000,46000,50000,50000,37131,52,"Black","Female","4TH YEAR COLLEGE","Never Married","South"
"2153",3954,3,7000,0,0,0,500,0,51,"Black","Male","12TH GRADE","Never Married","South"
"2154",3957,3,72000,55000,67000,68000,70000,1e+05,50,"Black","Male","12TH GRADE","Never Married","South"
"2155",3958,3,39000,40000,42000,40000,45000,53000,49,"Black","Male","12TH GRADE","Never Married","South"
"2156",3960,7,18000,27000,35000,38000,40000,40000,46,"Black","Female","1ST YEAR COLLEGE","Separated","South"
"2157",3961,1,50000,0,1e+05,65000,1e+05,30000,47,"Non-Black/Non-Hispanic","Male","9TH GRADE","Married","South"
"2158",3962,5,0,0,0,0,70000,0,51,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2159",3963,1,50000,52000,60000,65000,62000,85000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2160",3964,5,5000,15000,30000,39500,44000,0,51,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"2161",3965,1,70000,103000,103000,108000,125000,312324,47,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2162",3967,4,80000,96000,102000,125000,140000,155000,51,"Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2163",3969,5,10000,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2164",3970,5,0,0,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2165",3972,5,27000,27000,28000,28500,33000,36000,49,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Married","North Central"
"2166",3977,7,800,10000,4000,600,0,0,47,"Black","Female","12TH GRADE","Never Married","South"
"2167",3979,1,115000,236000,265933,279816,307823,312324,51,"Non-Black/Non-Hispanic","Male","7TH YEAR COLLEGE","Married","South"
"2168",3980,1,216200,0,122000,279816,307823,312324,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","Northeast"
"2169",3982,6,0,12596,550,0,0,0,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Widowed","South"
"2170",3985,1,54000,70000,60000,50000,0,0,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"2171",3987,3,25000,27000,22000,22000,25000,30000,48,"Black","Male","12TH GRADE","Married","South"
"2172",3989,1,32400,32000,38600,52000,49000,49000,46,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"2173",3991,5,0,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","South"
"2174",3992,5,24000,46000,33000,39900,41000,42000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2175",3993,5,5000,5800,10000,24000,37000,28000,51,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Divorced","South"
"2176",3995,7,23000,23000,31000,36000,66000,58000,47,"Black","Female","2ND YEAR COLLEGE","Divorced","South"
"2177",3997,7,0,0,0,0,0,0,51,"Black","Female","2ND YEAR COLLEGE","Never Married","South"
"2178",3998,5,0,0,0,0,0,0,51,"Non-Black/Non-Hispanic","Female","11TH GRADE","Divorced","South"
"2179",4001,5,5500,5000,7782,7800,3000,0,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","North Central"
"2180",4004,1,37000,37000,48000,46000,46000,48000,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2181",4006,3,0,0,0,38000,58000,49000,46,"Black","Male","6TH YEAR COLLEGE","Married","South"
"2182",4007,7,24000,28000,29000,32000,20000,31000,50,"Black","Female","4TH YEAR COLLEGE","Widowed","South"
"2183",4008,3,58000,73000,82000,79000,94000,87000,51,"Black","Male","1ST YEAR COLLEGE","Married","South"
"2184",4010,1,33000,37000,43000,50000,54000,55000,45,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Never Married","South"
"2185",4013,1,27000,29364,29800,36000,40000,40000,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","South"
"2186",4015,7,20000,21000,21000,22000,22000,22000,47,"Black","Female","1ST YEAR COLLEGE","Married","South"
"2187",4016,7,6000,12000,28000,30000,42000,52000,51,"Black","Female","12TH GRADE","Never Married","South"
"2188",4017,7,18000,0,0,0,14000,21500,50,"Black","Female","2ND YEAR COLLEGE","Divorced","South"
"2189",4021,7,40000,30000,28000,27300,27300,28000,45,"Black","Female","2ND YEAR COLLEGE","Married","South"
"2190",4022,1,55000,54000,65000,90000,90000,1e+05,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2191",4023,5,48500,56000,59100,65000,76000,80000,45,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2192",4024,5,38400,32000,18000,0,0,0,52,"Non-Black/Non-Hispanic","Female","7TH GRADE","Married","South"
"2193",4025,1,25000,0,28000,24000,5000,18000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2194",4028,5,32000,34000,25800,24500,27000,25500,45,"Non-Black/Non-Hispanic","Female","11TH GRADE","Married","South"
"2195",4030,5,31000,17000,17000,15000,23500,29000,50,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"2196",4032,1,15000,29000,35000,35000,28800,15000,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2197",4035,5,7400,19000,14000,25000,30000,30000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2198",4036,1,87000,56000,51000,52000,46000,38000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2199",4037,5,19050,32000,3150,0,0,0,46,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","South"
"2200",4041,5,12000,5000,26000,32000,28000,35000,52,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2201",4042,2,25000,68000,60000,68000,53332,60000,49,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2202",4045,6,1192,39000,53000,50000,40000,42000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"2203",4046,2,18000,23000,0,18000,13800,13000,50,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","South"
"2204",4047,2,22000,47000,0,2400,0,0,47,"Non-Black/Non-Hispanic","Male","10TH GRADE","Married","South"
"2205",4049,5,20000,36000,45000,90000,78000,74000,49,"Non-Black/Non-Hispanic","Female","11TH GRADE","Separated","South"
"2206",4051,5,19000,16500,0,1748,24000,21000,47,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2207",4053,5,46000,29000,45000,50000,80000,86000,50,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"2208",4054,5,38000,42000,44000,45000,59000,68000,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Never Married","South"
"2209",4055,1,216200,236000,265933,279816,70000,312324,45,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"2210",4056,1,45000,45000,47000,50000,35000,60000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2211",4057,5,0,2500,7400,35000,45000,46000,46,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Separated","South"
"2212",4058,1,81000,125000,125000,135000,307823,312324,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2213",4060,5,45000,40000,3000,6000,0,8000,51,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","North Central"
"2214",4061,1,43000,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2215",4062,1,57050,34000,65000,52000,30000,18000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2216",4063,1,14000,31000,29000,32000,36000,36000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","South"
"2217",4064,1,37000,31146,31663,20000,23262,21000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2218",4066,5,0,960,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2219",4067,2,23000,29000,24000,30000,35000,4000,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2220",4068,2,17800,15000,0,22000,18000,0,47,"Non-Black/Non-Hispanic","Male","9TH GRADE","Married","South"
"2221",4069,3,40000,33000,0,0,0,0,46,"Black","Male","12TH GRADE","Widowed","South"
"2222",4074,5,0,4500,5000,0,0,0,46,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","South"
"2223",4077,5,36000,20000,17000,15000,35000,25000,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"2224",4079,6,18000,35000,28000,25000,25000,20600,48,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2225",4081,1,34000,38000,38000,43000,48000,48200,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2226",4084,5,37000,40000,44000,41138,47000,49021,52,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"2227",4085,5,5000,0,0,11000,16000,9600,46,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2228",4088,1,216200,236000,265933,279816,307823,312324,52,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2229",4089,5,7000,17000,8000,20000,7000,26000,50,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","South"
"2230",4090,1,50000,52000,54000,58000,59000,57000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2231",4091,1,50000,52000,61000,63500,62000,52000,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2232",4092,5,38000,36000,34000,42000,47000,48000,48,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"2233",4093,5,40000,60000,50400,65000,74714,69000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"2234",4094,5,12000,7000,0,0,7000,28526,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2235",4095,5,0,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2236",4097,5,43260,50000,67000,66000,73000,76500,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2237",4100,5,0,0,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"2238",4102,1,48000,31000,30000,18000,40000,36000,47,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2239",4103,5,28000,34500,32200,36500,38000,38000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"2240",4106,1,50000,52000,53000,62000,70000,73000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","South"
"2241",4107,5,10000,44000,47000,52000,60000,68000,48,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Divorced","South"
"2242",4108,5,18000,22000,22000,23900,27000,25000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2243",4109,5,0,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2244",4111,1,30000,65000,107000,40000,54000,0,46,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","South"
"2245",4114,1,30000,33000,30000,34000,43000,46000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2246",4116,5,51000,54000,41000,48578,51000,53000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","South"
"2247",4117,2,50000,42000,30000,38000,48000,40000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2248",4121,6,11000,6000,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2249",4124,5,40000,43000,52000,61000,78000,67000,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Never Married","South"
"2250",4128,1,35000,37000,34000,40000,40000,40000,51,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","North Central"
"2251",4129,1,22000,28000,35000,45000,44000,36000,47,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","South"
"2252",4130,1,23050,28000,28000,32500,35000,35000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2253",4131,7,42000,28900,39936,50000,102000,40000,45,"Black","Female","1ST YEAR COLLEGE","Never Married","West"
"2254",4132,5,11000,0,14000,8000,22000,24000,48,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2255",4133,5,0,0,0,4000,24000,27000,46,"Non-Black/Non-Hispanic","Female","10TH GRADE","Married","South"
"2256",4134,3,120000,0,75000,72000,27000,34000,47,"Black","Male","12TH GRADE","Divorced","South"
"2257",4135,3,14000,12400,19900,23000,13000,19900,47,"Black","Male","2ND YEAR COLLEGE","Never Married","South"
"2258",4136,5,4800,150,0,0,0,0,51,"Non-Black/Non-Hispanic","Female","9TH GRADE","Married","South"
"2259",4141,1,20000,25000,12000,6000,6000,20000,48,"Non-Black/Non-Hispanic","Male","9TH GRADE","Separated","South"
"2260",4143,1,27000,60000,61000,55000,51643,57500,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"2261",4147,5,24000,28500,30000,32624,38000,31500,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2262",4148,5,800,18000,38000,49000,56000,63000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2263",4149,7,18480,60000,59000,74000,91000,60000,50,"Black","Female","12TH GRADE","Never Married","South"
"2264",4151,5,23000,6000,23000,12000,26000,20000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2265",4152,5,10000,10000,34000,34600,39850,0,52,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"2266",4153,5,35000,45000,70000,75000,75000,40000,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"2267",4154,5,32000,12284,41680,15000,0,0,45,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","Northeast"
"2268",4156,1,45000,41000,58000,68000,48000,125000,47,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","South"
"2269",4158,1,0,0,0,0,60000,0,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2270",4159,1,45000,42000,36000,30000,24000,25000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"2271",4161,1,25000,34000,62000,45000,0,45000,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Never Married","West"
"2272",4163,5,33000,28000,18000,29000,28500,28000,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2273",4167,5,0,900,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","8TH GRADE","Divorced","South"
"2274",4170,5,0,0,0,0,0,0,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"2275",4171,1,70000,72000,80611,90000,97000,107000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Never Married","South"
"2276",4172,1,70000,41000,65000,34900,44000,49000,47,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"2277",4178,7,0,0,0,0,0,0,45,"Black","Female","12TH GRADE","Separated","South"
"2278",4179,7,35000,41679,44000,45000,49306,44000,52,"Black","Female","4TH YEAR COLLEGE","Divorced","South"
"2279",4181,3,0,0,4000,15000,31200,15000,46,"Black","Male","12TH GRADE","Never Married","South"
"2280",4187,8,0,0,0,0,0,0,49,"Hispanic","Female","12TH GRADE","Married","South"
"2281",4188,5,8888,17000,22329,19071,6391,0,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"2282",4192,5,0,0,0,0,0,0,45,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"2283",4194,7,0,0,26000,1500,11000,0,52,"Black","Female","8TH YEAR COLLEGE OR MORE","Never Married","West"
"2284",4198,7,28000,16890,15000,0,16000,15648,46,"Black","Female","12TH GRADE","Divorced","South"
"2285",4199,7,0,0,3600,0,0,0,50,"Black","Female","10TH GRADE","Never Married","South"
"2286",4200,7,20000,35000,32000,32000,0,0,49,"Black","Female","12TH GRADE","Married","South"
"2287",4204,3,13000,13000,6000,16000,16000,200,50,"Black","Male","12TH GRADE","Married","South"
"2288",4206,7,14000,17000,0,0,0,0,47,"Black","Female","12TH GRADE","Married","South"
"2289",4208,7,40000,41000,43000,30000,36000,36000,48,"Black","Female","6TH YEAR COLLEGE","Divorced","South"
"2290",4210,7,0,0,0,0,0,0,45,"Black","Female","12TH GRADE","Divorced","South"
